,Date,Price per unit,Price
0,2018-9-22,2.8,2.2
1,2019-6-9,3.7,4.98
2,2020-1-25,3.26,3.34
3,2020-5-2,4.36,1.57
4,2020-5-16,4.37,3.41
5,2020-9-5,3.7,2.11
6,2021-7-10,4.37,6.51
