,Date,Price per unit,Price
0,2019-8-17,4.48,4.48
1,2019-10-20,4.48,4.48
2,2019-12-31,4.48,4.48
3,2020-3-3,4.98,4.98
4,2020-6-6,4.98,4.98
5,2020-10-4,5.28,5.28
6,2021-1-16,4.98,4.98
7,2021-2-16,2.98,2.98
8,2021-5-2,4.98,4.98
