,Date,Price per unit,Price
0,2018-8-19,0.97,1.94
1,2018-9-1,0.87,1.74
2,2018-11-17,0.74,1.48
3,2019-1-5,1.0,4.0
4,2019-2-23,1.0,2.0
5,2020-3-3,1.32,3.96
6,2020-7-11,1.0,2.0
7,2020-10-18,0.98,1.96
8,2020-11-28,0.98,3.92
9,2021-1-16,1.68,5.04
10,2021-2-28,0.98,1.96
11,2021-6-9,1.25,5.0
