,Date,Price per unit,Price
0,2019-3-16,1.98,1.98
1,2019-4-20,1.97,3.94
2,2019-5-4,2.98,2.98
3,2019-11-24,2.98,5.96
4,2020-6-20,2.97,5.94
5,2021-2-7,2.98,2.98
