,Date,Price per unit,Price
0,2018-2-4,3.86,3.86
1,2018-4-21,3.21,3.21
2,2018-9-29,5.0,3.35
3,2019-8-17,5.47,3.64
4,2020-9-13,5.47,3.72
5,2020-10-11,5.47,2.76
6,2021-1-9,5.48,3.34
7,2021-4-24,5.47,3.42
8,2021-5-23,5.47,4.76
