,Date,Price per unit,Price
0,2020-9-19,4.98,4.98
1,2021-2-28,4.98,4.98
2,2021-3-6,4.98,4.98
3,2021-3-13,4.98,4.98
4,2021-5-2,4.98,9.96
5,2021-5-23,4.98,9.96
6,2021-7-10,3.98,3.98
7,2021-7-24,3.98,3.98
8,2021-8-7,3.98,7.96
