,Date,Price per unit,Price
0,2018-7-7,2.28,2.28
1,2018-9-11,1.98,1.98
2,2019-1-11,1.94,1.94
3,2021-3-8,2.0,2.0
4,2021-8-7,1.68,3.36
5,2021-8-26,1.98,1.98
