,Date,Price per unit,Price
0,2018-3-24,3.48,3.48
1,2018-9-1,3.48,3.48
2,2018-11-3,6.98,6.98
3,2018-12-8,4.94,4.94
4,2019-2-23,4.98,4.98
5,2019-3-30,3.94,3.94
6,2019-4-20,3.88,3.88
7,2019-11-3,3.98,3.98
8,2020-8-22,5.98,5.98
9,2020-9-26,5.98,5.98
10,2021-1-9,8.76,5.96
11,2021-1-16,8.77,8.16
12,2021-1-23,3.98,3.98
13,2021-2-16,8.77,5.13
14,2021-3-13,8.77,6.14
15,2021-5-2,3.98,3.98
16,2021-7-2,3.96,3.96
17,2021-7-10,6.53,5.45
18,2021-7-17,4.98,4.98
19,2021-8-7,6.57,7.33
20,2021-8-27,2.94,2.94
