,Date,Price per unit,Price
0,2018-8-19,2.81,0.38
1,2018-9-8,3.25,0.65
2,2019-1-18,5.43,0.57
3,2019-7-6,4.38,0.46
4,2019-12-31,3.48,3.48
5,2020-5-30,2.82,0.86
6,2020-9-13,5.45,3.54
