,Date,Price per unit,Price
0,2018-9-16,5.94,5.94
1,2018-10-7,3.94,3.94
2,2019-7-13,5.98,5.98
3,2019-9-21,8.77,8.55
4,2019-12-15,9.88,11.71
5,2019-12-22,4.88,4.88
6,2020-1-25,5.98,5.98
7,2020-7-25,4.0,4.0
8,2020-10-18,8.77,13.15
9,2021-3-22,3.76,3.76
10,2021-6-9,3.98,3.98
