,Date,Price per unit,Price
0,2018-8-14,5.98,5.98
1,2018-12-29,5.98,5.98
2,2019-3-30,5.98,5.98
3,2019-7-13,5.98,5.98
4,2019-12-31,4.98,4.98
5,2021-6-16,7.48,7.48
