,Date,Price per unit,Price
0,2018-8-14,1.78,1.78
1,2018-11-3,0.98,0.98
2,2019-1-19,2.47,2.47
3,2019-5-11,1.5,3.0
4,2019-7-2,0.99,0.99
5,2019-9-21,0.98,0.98
6,2019-11-9,2.47,2.47
7,2020-3-21,1.98,1.98
8,2020-5-16,1.68,1.68
9,2020-12-28,1.78,1.78
10,2021-2-28,0.78,0.78
