,Date,Price per unit,Price
0,2020-4-4,2.98,2.98
1,2020-4-18,3.28,3.28
2,2020-8-10,2.97,2.97
3,2020-10-18,2.5,2.5
4,2021-5-15,3.98,3.98
5,2021-7-2,3.98,3.98
