,Date,Price per unit,Price
0,2018-4-14,4.94,4.94
1,2018-5-26,3.94,3.94
2,2018-8-19,3.94,3.94
3,2018-8-25,3.94,3.94
4,2019-5-4,4.98,4.98
5,2019-5-11,3.74,3.74
6,2020-5-2,4.98,4.98
7,2020-5-30,4.98,4.98
8,2020-6-6,3.94,3.94
9,2020-6-28,3.94,3.94
10,2020-7-18,5.0,5.0
11,2020-8-10,7.98,7.98
12,2021-4-24,3.48,3.48
13,2021-5-15,4.98,4.98
14,2021-5-23,5.98,5.98
15,2021-7-10,3.94,3.94
