,Date,Price per unit,Price
0,2018-4-21,0.87,0.87
1,2018-5-19,0.87,1.74
2,2018-10-7,0.87,1.74
3,2018-12-8,0.87,0.87
4,2018-12-29,0.67,0.67
5,2019-2-9,0.78,1.56
6,2019-3-23,0.87,1.74
7,2019-6-14,0.87,1.74
8,2019-8-10,0.78,0.78
9,2019-8-17,0.78,0.78
10,2019-11-3,0.78,0.78
11,2020-2-2,0.57,0.57
12,2020-7-11,0.58,0.58
13,2020-7-25,0.88,0.88
14,2020-9-26,0.88,0.88
15,2020-10-31,0.88,1.76
16,2021-3-22,0.88,1.76
17,2021-5-8,0.88,0.88
18,2021-7-31,0.68,1.36
