,Date,Price per unit,Price
0,2018-8-11,1.27,1.27
1,2018-11-10,1.27,1.27
2,2019-1-19,0.99,0.99
3,2019-5-15,1.27,1.27
4,2020-6-6,1.47,1.47
5,2021-2-20,1.48,1.48
