,Date,Price per unit,Price
0,2018-6-24,2.48,2.48
1,2018-8-11,2.48,2.48
2,2018-8-19,2.48,2.48
3,2018-9-16,2.48,2.48
4,2018-10-14,2.48,2.48
5,2018-11-10,2.48,2.48
6,2018-12-8,1.88,1.88
7,2019-3-10,2.48,2.48
8,2019-5-4,1.0,1.0
9,2019-8-10,2.28,2.28
10,2019-12-22,2.28,2.28
11,2019-12-31,2.28,2.28
