,Date,Price per unit,Price
0,2018-9-16,2.84,0.64
1,2020-4-18,3.26,2.07
2,2020-10-11,4.38,1.97
3,2020-11-28,4.37,0.83
4,2021-1-31,2.15,0.57
5,2021-3-28,4.38,1.05
6,2021-4-24,2.16,0.66
7,2021-5-30,4.36,1.33
8,2021-7-17,2.15,0.85
9,2021-7-31,2.16,0.55
10,2021-8-27,3.21,0.69
